- - - - - - - experiments/1_class/10_in_clusters.argos experiments/1_class/10_in_lines.argos experiments/1_class/3_in_clusters.argos experiments/1_class/3_in_lines.argos experiments/1_class/4_in_clusters.argos experiments/1_class/4_in_lines.argos experiments/1_class/5_in_clusters.argos experiments/1_class/5_in_lines.argos experiments/1_class/6_in_clusters.argos experiments/1_class/7_in_clusters.argos experiments/2_class/10_in_clusters.argos experiments/2_class/10_in_lines.argos experiments/2_class/3_in_clusters.argos experiments/2_class/3_in_lines.argos experiments/2_class/4_in_clusters.argos experiments/2_class/4_in_lines.argos experiments/2_class/5_in_clusters.argos experiments/2_class/5_in_lines.argos experiments/4_class/10_in_clusters.argos experiments/4_class/10_in_lines.argos experiments/4_class/12_uniform_0.05_density.argos experiments/4_class/12_uniform_0.10_density.argos experiments/4_class/12_uniform_0.20_density.argos experiments/4_class/16_uniform_0.05_density.argos experiments/4_class/16_uniform_0.10_density.argos experiments/4_class/16_uniform_0.20_density.argos experiments/4_class/20_uniform_0.05_density.argos experiments/4_class/20_uniform_0.10_density.argos experiments/4_class/20_uniform_0.20_density.argos experiments/4_class/3_in_clusters.argos experiments/4_class/3_in_lines.argos experiments/4_class/40_uniform_0.05_density.argos experiments/4_class/40_uniform_0.10_density.argos experiments/4_class/40_uniform_0.20_density.argos experiments/4_class/4_in_clusters.argos experiments/4_class/4_in_lines.argos experiments/4_class/5_in_clusters.argos experiments/4_class/5_in_lines.argos 
2563 -1.0000 -0.6667 -1.0000 0.0000 -0.3333 -0.6667 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2217746614.593 1912527625.287 775137934.785 571890641.613 976924448.541 857822921.675 1176862951.157 913313300.589 832477157.470 732599204.794 169163500.041 98421091.885 131416218.891 258600836.960 145675646.492 149265232.196 346133475.078 246993434.376 237572424.324 285258762.245 104857717.629 842776049.375 667164337.226 363350863.840 398089384.493 236124792.157 444927231.192 265343186.492 
2564 -1.0000 -0.6667 -1.0000 0.0000 -0.3333 -0.3333 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2217746614.593 1912527625.287 775137934.785 571890641.613 976924448.541 857822921.675 1176862951.157 913313300.589 832477157.470 732599204.794 169163500.041 98421091.885 131416218.891 258600836.960 145675646.492 149265232.196 346133475.078 246993434.376 237572424.324 285258762.245 104857717.629 842776049.375 667164337.226 363350863.840 398089384.493 236124792.157 444927231.192 265343186.492 
2565 -1.0000 -0.6667 -1.0000 0.0000 -0.3333 0.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2217746614.593 1912527625.287 775137934.785 571890641.613 976924448.541 857822921.675 1176862951.157 913313300.589 832477157.470 732599204.794 169163500.041 98421091.885 131416218.891 258600836.960 145675646.492 149265232.196 346133475.078 246993434.376 237572424.324 285258762.245 104857717.629 842776049.375 667164337.226 363350863.840 398089384.493 236124792.157 444927231.192 265343186.492 
2566 -1.0000 -0.6667 -1.0000 0.0000 -0.3333 0.3333 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2217746614.593 1912527625.287 775137934.785 571890641.613 976924448.541 857822921.675 1176862951.157 913313300.589 832477157.470 732599204.794 169163500.041 98421091.885 131416218.891 258600836.960 145675646.492 149265232.196 346133475.078 246993434.376 237572424.324 285258762.245 104857717.629 842776049.375 667164337.226 363350863.840 398089384.493 236124792.157 444927231.192 265343186.492 
2567 -1.0000 -0.6667 -1.0000 0.0000 -0.3333 0.6667 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2217746614.593 1912527625.287 775137934.785 571890641.613 976924448.541 857822921.675 1176862951.157 913313300.589 832477157.470 732599204.794 169163500.041 98421091.885 131416218.891 258600836.960 145675646.492 149265232.196 346133475.078 246993434.376 237572424.324 285258762.245 104857717.629 842776049.375 667164337.226 363350863.840 398089384.493 236124792.157 444927231.192 265343186.492 
2568 -1.0000 -0.6667 -1.0000 0.0000 -0.3333 1.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2217746614.593 1912527625.287 775137934.785 571890641.613 976924448.541 857822921.675 1176862951.157 913313300.589 832477157.470 732599204.794 169163500.041 98421091.885 131416218.891 258600836.960 145675646.492 149265232.196 346133475.078 246993434.376 237572424.324 285258762.245 104857717.629 842776049.375 667164337.226 363350863.840 398089384.493 236124792.157 444927231.192 265343186.492 
2569 -1.0000 -0.6667 -1.0000 0.0000 0.0000 -1.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 1418379447.209 752419857.006 261589498.227 78069903.866 390839019.322 110411971.958 492406373.246 168274192.697 437791429.699 375695731.949 5373715.116 3813759.170 1367246.367 39772890.326 18067987.714 13265817.270 72809252.949 43453599.419 24494596.226 110128279.226 21399952.623 419397416.410 160707670.925 77149393.081 183157138.896 29118112.751 241978601.880 86224060.645 
2570 -1.0000 -0.6667 -1.0000 0.0000 0.0000 -0.6667 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 1418379447.209 752419857.006 261589498.227 78069903.866 390839019.322 110411971.958 492406373.246 168274192.697 437791429.699 375695731.949 5373715.116 3813759.170 1367246.367 39772890.326 18067987.714 13265817.270 72809252.949 43453599.419 24494596.226 110128279.226 21399952.623 419397416.410 160707670.925 77149393.081 183157138.896 29118112.751 241978601.880 86224060.645 
2571 -1.0000 -0.6667 -1.0000 0.0000 0.0000 -0.3333 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 1418379447.209 752419857.006 261589498.227 78069903.866 390839019.322 110411971.958 492406373.246 168274192.697 437791429.699 375695731.949 5373715.116 3813759.170 1367246.367 39772890.326 18067987.714 13265817.270 72809252.949 43453599.419 24494596.226 110128279.226 21399952.623 419397416.410 160707670.925 77149393.081 183157138.896 29118112.751 241978601.880 86224060.645 
2572 -1.0000 -0.6667 -1.0000 0.0000 0.0000 0.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 1418379447.209 752419857.006 261589498.227 78069903.866 390839019.322 110411971.958 492406373.246 168274192.697 437791429.699 375695731.949 5373715.116 3813759.170 1367246.367 39772890.326 18067987.714 13265817.270 72809252.949 43453599.419 24494596.226 110128279.226 21399952.623 419397416.410 160707670.925 77149393.081 183157138.896 29118112.751 241978601.880 86224060.645 
2573 -1.0000 -0.6667 -1.0000 0.0000 0.0000 0.3333 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 1418379447.209 752419857.006 261589498.227 78069903.866 390839019.322 110411971.958 492406373.246 168274192.697 437791429.699 375695731.949 5373715.116 3813759.170 1367246.367 39772890.326 18067987.714 13265817.270 72809252.949 43453599.419 24494596.226 110128279.226 21399952.623 419397416.410 160707670.925 77149393.081 183157138.896 29118112.751 241978601.880 86224060.645 
2574 -1.0000 -0.6667 -1.0000 0.0000 0.0000 0.6667 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 1418379447.209 752419857.006 261589498.227 78069903.866 390839019.322 110411971.958 492406373.246 168274192.697 437791429.699 375695731.949 5373715.116 3813759.170 1367246.367 39772890.326 18067987.714 13265817.270 72809252.949 43453599.419 24494596.226 110128279.226 21399952.623 419397416.410 160707670.925 77149393.081 183157138.896 29118112.751 241978601.880 86224060.645 
2575 -1.0000 -0.6667 -1.0000 0.0000 0.0000 1.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 1418379447.209 752419857.006 261589498.227 78069903.866 390839019.322 110411971.958 492406373.246 168274192.697 437791429.699 375695731.949 5373715.116 3813759.170 1367246.367 39772890.326 18067987.714 13265817.270 72809252.949 43453599.419 24494596.226 110128279.226 21399952.623 419397416.410 160707670.925 77149393.081 183157138.896 29118112.751 241978601.880 86224060.645 
2576 -1.0000 -0.6667 -1.0000 0.0000 0.3333 -1.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2173478874.955 2328797724.851 636710515.384 456696072.087 887906483.723 289092731.497 1062565641.647 859018543.562 821122376.168 485184399.346 -20440466.680 -23764322.635 -9794746.041 232122317.421 194171809.628 19174052.623 331129234.268 194420334.956 27647173.746 89290921.410 73826725.514 946539749.319 434324204.670 344734718.151 219506598.721 65430261.438 318853031.050 157044560.170 
2577 -1.0000 -0.6667 -1.0000 0.0000 0.3333 -0.6667 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2173478874.955 2328797724.851 636710515.384 456696072.087 887906483.723 289092731.497 1062565641.647 859018543.562 821122376.168 485184399.346 -20440466.680 -23764322.635 -9794746.041 232122317.421 194171809.628 19174052.623 331129234.268 194420334.956 27647173.746 89290921.410 73826725.514 946539749.319 434324204.670 344734718.151 219506598.721 65430261.438 318853031.050 157044560.170 
2578 -1.0000 -0.6667 -1.0000 0.0000 0.3333 -0.3333 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2173478874.955 2328797724.851 636710515.384 456696072.087 887906483.723 289092731.497 1062565641.647 859018543.562 821122376.168 485184399.346 -20440466.680 -23764322.635 -9794746.041 232122317.421 194171809.628 19174052.623 331129234.268 194420334.956 27647173.746 89290921.410 73826725.514 946539749.319 434324204.670 344734718.151 219506598.721 65430261.438 318853031.050 157044560.170 
2579 -1.0000 -0.6667 -1.0000 0.0000 0.3333 0.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2173478874.955 2328797724.851 636710515.384 456696072.087 887906483.723 289092731.497 1062565641.647 859018543.562 821122376.168 485184399.346 -20440466.680 -23764322.635 -9794746.041 232122317.421 194171809.628 19174052.623 331129234.268 194420334.956 27647173.746 89290921.410 73826725.514 946539749.319 434324204.670 344734718.151 219506598.721 65430261.438 318853031.050 157044560.170 
2580 -1.0000 -0.6667 -1.0000 0.0000 0.3333 0.3333 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2173478874.955 2328797724.851 636710515.384 456696072.087 887906483.723 289092731.497 1062565641.647 859018543.562 821122376.168 485184399.346 -20440466.680 -23764322.635 -9794746.041 232122317.421 194171809.628 19174052.623 331129234.268 194420334.956 27647173.746 89290921.410 73826725.514 946539749.319 434324204.670 344734718.151 219506598.721 65430261.438 318853031.050 157044560.170 
2581 -1.0000 -0.6667 -1.0000 0.0000 0.3333 0.6667 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2173478874.955 2328797724.851 636710515.384 456696072.087 887906483.723 289092731.497 1062565641.647 859018543.562 821122376.168 485184399.346 -20440466.680 -23764322.635 -9794746.041 232122317.421 194171809.628 19174052.623 331129234.268 194420334.956 27647173.746 89290921.410 73826725.514 946539749.319 434324204.670 344734718.151 219506598.721 65430261.438 318853031.050 157044560.170 
2582 -1.0000 -0.6667 -1.0000 0.0000 0.3333 1.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2173478874.955 2328797724.851 636710515.384 456696072.087 887906483.723 289092731.497 1062565641.647 859018543.562 821122376.168 485184399.346 -20440466.680 -23764322.635 -9794746.041 232122317.421 194171809.628 19174052.623 331129234.268 194420334.956 27647173.746 89290921.410 73826725.514 946539749.319 434324204.670 344734718.151 219506598.721 65430261.438 318853031.050 157044560.170 
2583 -1.0000 -0.6667 -1.0000 0.0000 0.6667 -1.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2563032043.090 2421811776.883 516347264.088 535818565.268 900321258.249 787080039.518 942640165.377 875068359.864 650267062.594 502126087.230 -16216466.038 -16880859.128 -1548006.952 189947413.340 169029956.988 9871634.173 319509817.367 258980814.462 95446953.618 79796400.366 68563990.126 905537135.227 592482347.971 484269645.504 246490573.549 85558738.104 306915509.635 204758957.734 
2584 -1.0000 -0.6667 -1.0000 0.0000 0.6667 -0.6667 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2563032043.090 2421811776.883 516347264.088 535818565.268 900321258.249 787080039.518 942640165.377 875068359.864 650267062.594 502126087.230 -16216466.038 -16880859.128 -1548006.952 189947413.340 169029956.988 9871634.173 319509817.367 258980814.462 95446953.618 79796400.366 68563990.126 905537135.227 592482347.971 484269645.504 246490573.549 85558738.104 306915509.635 204758957.734 
2585 -1.0000 -0.6667 -1.0000 0.0000 0.6667 -0.3333 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2563032043.090 2421811776.883 516347264.088 535818565.268 900321258.249 787080039.518 942640165.377 875068359.864 650267062.594 502126087.230 -16216466.038 -16880859.128 -1548006.952 189947413.340 169029956.988 9871634.173 319509817.367 258980814.462 95446953.618 79796400.366 68563990.126 905537135.227 592482347.971 484269645.504 246490573.549 85558738.104 306915509.635 204758957.734 
2586 -1.0000 -0.6667 -1.0000 0.0000 0.6667 0.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2563032043.090 2421811776.883 516347264.088 535818565.268 900321258.249 787080039.518 942640165.377 875068359.864 650267062.594 502126087.230 -16216466.038 -16880859.128 -1548006.952 189947413.340 169029956.988 9871634.173 319509817.367 258980814.462 95446953.618 79796400.366 68563990.126 905537135.227 592482347.971 484269645.504 246490573.549 85558738.104 306915509.635 204758957.734 
2587 -1.0000 -0.6667 -1.0000 0.0000 0.6667 0.3333 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2563032043.090 2421811776.883 516347264.088 535818565.268 900321258.249 787080039.518 942640165.377 875068359.864 650267062.594 502126087.230 -16216466.038 -16880859.128 -1548006.952 189947413.340 169029956.988 9871634.173 319509817.367 258980814.462 95446953.618 79796400.366 68563990.126 905537135.227 592482347.971 484269645.504 246490573.549 85558738.104 306915509.635 204758957.734 
2588 -1.0000 -0.6667 -1.0000 0.0000 0.6667 0.6667 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2563032043.090 2421811776.883 516347264.088 535818565.268 900321258.249 787080039.518 942640165.377 875068359.864 650267062.594 502126087.230 -16216466.038 -16880859.128 -1548006.952 189947413.340 169029956.988 9871634.173 319509817.367 258980814.462 95446953.618 79796400.366 68563990.126 905537135.227 592482347.971 484269645.504 246490573.549 85558738.104 306915509.635 204758957.734 
2589 -1.0000 -0.6667 -1.0000 0.0000 0.6667 1.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2563032043.090 2421811776.883 516347264.088 535818565.268 900321258.249 787080039.518 942640165.377 875068359.864 650267062.594 502126087.230 -16216466.038 -16880859.128 -1548006.952 189947413.340 169029956.988 9871634.173 319509817.367 258980814.462 95446953.618 79796400.366 68563990.126 905537135.227 592482347.971 484269645.504 246490573.549 85558738.104 306915509.635 204758957.734 
2590 -1.0000 -0.6667 -1.0000 0.0000 1.0000 -1.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2479430428.071 2548374172.308 569829871.965 448370234.156 878467577.500 700254523.911 793632817.009 782123931.272 715567620.987 635487747.215 -8820908.951 -10880489.433 -190823.774 145997121.293 126059239.545 29211553.095 301811622.384 158694350.219 50351807.574 69594541.266 73875698.812 732943007.361 383040509.498 462665809.196 167464402.983 189772690.889 258507169.515 313397356.488 
2591 -1.0000 -0.6667 -1.0000 0.0000 1.0000 -0.6667 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2479430428.071 2548374172.308 569829871.965 448370234.156 878467577.500 700254523.911 793632817.009 782123931.272 715567620.987 635487747.215 -8820908.951 -10880489.433 -190823.774 145997121.293 126059239.545 29211553.095 301811622.384 158694350.219 50351807.574 69594541.266 73875698.812 732943007.361 383040509.498 462665809.196 167464402.983 189772690.889 258507169.515 313397356.488 
2592 -1.0000 -0.6667 -1.0000 0.0000 1.0000 -0.3333 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2479430428.071 2548374172.308 569829871.965 448370234.156 878467577.500 700254523.911 793632817.009 782123931.272 715567620.987 635487747.215 -8820908.951 -10880489.433 -190823.774 145997121.293 126059239.545 29211553.095 301811622.384 158694350.219 50351807.574 69594541.266 73875698.812 732943007.361 383040509.498 462665809.196 167464402.983 189772690.889 258507169.515 313397356.488 
2593 -1.0000 -0.6667 -1.0000 0.0000 1.0000 0.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2479430428.071 2548374172.308 569829871.965 448370234.156 878467577.500 700254523.911 793632817.009 782123931.272 715567620.987 635487747.215 -8820908.951 -10880489.433 -190823.774 145997121.293 126059239.545 29211553.095 301811622.384 158694350.219 50351807.574 69594541.266 73875698.812 732943007.361 383040509.498 462665809.196 167464402.983 189772690.889 258507169.515 313397356.488 
2594 -1.0000 -0.6667 -1.0000 0.0000 1.0000 0.3333 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2479430428.071 2548374172.308 569829871.965 448370234.156 878467577.500 700254523.911 793632817.009 782123931.272 715567620.987 635487747.215 -8820908.951 -10880489.433 -190823.774 145997121.293 126059239.545 29211553.095 301811622.384 158694350.219 50351807.574 69594541.266 73875698.812 732943007.361 383040509.498 462665809.196 167464402.983 189772690.889 258507169.515 313397356.488 
2595 -1.0000 -0.6667 -1.0000 0.0000 1.0000 0.6667 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2479430428.071 2548374172.308 569829871.965 448370234.156 878467577.500 700254523.911 793632817.009 782123931.272 715567620.987 635487747.215 -8820908.951 -10880489.433 -190823.774 145997121.293 126059239.545 29211553.095 301811622.384 158694350.219 50351807.574 69594541.266 73875698.812 732943007.361 383040509.498 462665809.196 167464402.983 189772690.889 258507169.515 313397356.488 
2596 -1.0000 -0.6667 -1.0000 0.0000 1.0000 1.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2479430428.071 2548374172.308 569829871.965 448370234.156 878467577.500 700254523.911 793632817.009 782123931.272 715567620.987 635487747.215 -8820908.951 -10880489.433 -190823.774 145997121.293 126059239.545 29211553.095 301811622.384 158694350.219 50351807.574 69594541.266 73875698.812 732943007.361 383040509.498 462665809.196 167464402.983 189772690.889 258507169.515 313397356.488 
2597 -1.0000 -0.6667 -1.0000 0.3333 -1.0000 -1.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2298840893.865 1979401095.880 698197389.595 555244789.679 958871994.109 871588523.403 1128286471.496 1006856033.128 667045227.631 551153410.485 69784855.073 44531094.412 9604496.814 163308903.507 100818496.486 69930223.864 287640720.106 129404456.524 112122699.121 94742176.548 32353050.675 751515752.434 469177505.002 301363576.763 179694421.126 76505362.038 279927729.290 99383006.410 
2598 -1.0000 -0.6667 -1.0000 0.3333 -1.0000 -0.6667 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2298840893.865 1979401095.880 698197389.595 555244789.679 958871994.109 871588523.403 1128286471.496 1006856033.128 667045227.631 551153410.485 69784855.073 44531094.412 9604496.814 163308903.507 100818496.486 69930223.864 287640720.106 129404456.524 112122699.121 94742176.548 32353050.675 751515752.434 469177505.002 301363576.763 179694421.126 76505362.038 279927729.290 99383006.410 
2599 -1.0000 -0.6667 -1.0000 0.3333 -1.0000 -0.3333 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2298840893.865 1979401095.880 698197389.595 555244789.679 958871994.109 871588523.403 1128286471.496 1006856033.128 667045227.631 551153410.485 69784855.073 44531094.412 9604496.814 163308903.507 100818496.486 69930223.864 287640720.106 129404456.524 112122699.121 94742176.548 32353050.675 751515752.434 469177505.002 301363576.763 179694421.126 76505362.038 279927729.290 99383006.410 
2600 -1.0000 -0.6667 -1.0000 0.3333 -1.0000 0.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2298840893.865 1979401095.880 698197389.595 555244789.679 958871994.109 871588523.403 1128286471.496 1006856033.128 667045227.631 551153410.485 69784855.073 44531094.412 9604496.814 163308903.507 100818496.486 69930223.864 287640720.106 129404456.524 112122699.121 94742176.548 32353050.675 751515752.434 469177505.002 301363576.763 179694421.126 76505362.038 279927729.290 99383006.410 
2601 -1.0000 -0.6667 -1.0000 0.3333 -1.0000 0.3333 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2298840893.865 1979401095.880 698197389.595 555244789.679 958871994.109 871588523.403 1128286471.496 1006856033.128 667045227.631 551153410.485 69784855.073 44531094.412 9604496.814 163308903.507 100818496.486 69930223.864 287640720.106 129404456.524 112122699.121 94742176.548 32353050.675 751515752.434 469177505.002 301363576.763 179694421.126 76505362.038 279927729.290 99383006.410 
2602 -1.0000 -0.6667 -1.0000 0.3333 -1.0000 0.6667 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2298840893.865 1979401095.880 698197389.595 555244789.679 958871994.109 871588523.403 1128286471.496 1006856033.128 667045227.631 551153410.485 69784855.073 44531094.412 9604496.814 163308903.507 100818496.486 69930223.864 287640720.106 129404456.524 112122699.121 94742176.548 32353050.675 751515752.434 469177505.002 301363576.763 179694421.126 76505362.038 279927729.290 99383006.410 
2603 -1.0000 -0.6667 -1.0000 0.3333 -1.0000 1.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2298840893.865 1979401095.880 698197389.595 555244789.679 958871994.109 871588523.403 1128286471.496 1006856033.128 667045227.631 551153410.485 69784855.073 44531094.412 9604496.814 163308903.507 100818496.486 69930223.864 287640720.106 129404456.524 112122699.121 94742176.548 32353050.675 751515752.434 469177505.002 301363576.763 179694421.126 76505362.038 279927729.290 99383006.410 
2604 -1.0000 -0.6667 -1.0000 0.3333 -0.6667 -1.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2147656840.006 1958575965.693 736956344.579 523800831.332 983813364.982 839552060.679 1155727432.386 910059319.940 657623428.901 519504949.678 77051990.228 14345807.717 8104068.830 110418434.345 59648761.148 27363825.448 170113386.119 106011645.438 69428873.435 99587816.258 23624701.306 719651098.323 453374196.599 238084409.790 153927486.317 80784230.472 199981432.214 105872848.237 
2605 -1.0000 -0.6667 -1.0000 0.3333 -0.6667 -0.6667 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2147656840.006 1958575965.693 736956344.579 523800831.332 983813364.982 839552060.679 1155727432.386 910059319.940 657623428.901 519504949.678 77051990.228 14345807.717 8104068.830 110418434.345 59648761.148 27363825.448 170113386.119 106011645.438 69428873.435 99587816.258 23624701.306 719651098.323 453374196.599 238084409.790 153927486.317 80784230.472 199981432.214 105872848.237 
2606 -1.0000 -0.6667 -1.0000 0.3333 -0.6667 -0.3333 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2147656840.006 1958575965.693 736956344.579 523800831.332 983813364.982 839552060.679 1155727432.386 910059319.940 657623428.901 519504949.678 77051990.228 14345807.717 8104068.830 110418434.345 59648761.148 27363825.448 170113386.119 106011645.438 69428873.435 99587816.258 23624701.306 719651098.323 453374196.599 238084409.790 153927486.317 80784230.472 199981432.214 105872848.237 
2607 -1.0000 -0.6667 -1.0000 0.3333 -0.6667 0.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2147656840.006 1958575965.693 736956344.579 523800831.332 983813364.982 839552060.679 1155727432.386 910059319.940 657623428.901 519504949.678 77051990.228 14345807.717 8104068.830 110418434.345 59648761.148 27363825.448 170113386.119 106011645.438 69428873.435 99587816.258 23624701.306 719651098.323 453374196.599 238084409.790 153927486.317 80784230.472 199981432.214 105872848.237 
2608 -1.0000 -0.6667 -1.0000 0.3333 -0.6667 0.3333 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2147656840.006 1958575965.693 736956344.579 523800831.332 983813364.982 839552060.679 1155727432.386 910059319.940 657623428.901 519504949.678 77051990.228 14345807.717 8104068.830 110418434.345 59648761.148 27363825.448 170113386.119 106011645.438 69428873.435 99587816.258 23624701.306 719651098.323 453374196.599 238084409.790 153927486.317 80784230.472 199981432.214 105872848.237 
2609 -1.0000 -0.6667 -1.0000 0.3333 -0.6667 0.6667 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2147656840.006 1958575965.693 736956344.579 523800831.332 983813364.982 839552060.679 1155727432.386 910059319.940 657623428.901 519504949.678 77051990.228 14345807.717 8104068.830 110418434.345 59648761.148 27363825.448 170113386.119 106011645.438 69428873.435 99587816.258 23624701.306 719651098.323 453374196.599 238084409.790 153927486.317 80784230.472 199981432.214 105872848.237 
